image_id,source,prompt,evaluation_seed
000000523953,coco-30k,A young boy stands next to a row of parked motorcycles.,46182
000000010363,coco-30k,A gray cat standing on top of a black car.,4057
000000173008,coco-30k,A man in a tropical print shirt with glasses and long hair is eating a banana.,16337
000000391837,coco-30k,A man sitting on a motorcycle posing in front of a bay. ,57147
000000118965,coco-30k,A man sitting on his skateboard in a field.,2967
000000190829,coco-30k,Separate men sitting on park benches playing on phone and reading.,66496
000000314328,coco-30k,A clean white toilet in a stall with a chrome toilet brush.,72356
000000538359,coco-30k,A public bathroom sink and hand drying area.,25988
000000482187,coco-30k,a group of men staring at a cellphone image,57660
000000452793,coco-30k,A kitchen with a granite counter top and faucet.,30981
000000538497,coco-30k,There is a urinal and trash can inside a small room. ,11214
000000172843,coco-30k,An old toilet is transformed into a lawn ornament by adding soil and plants.,86952
000000140006,coco-30k,Mopeds and bicycles parked next to parking meters.,8526
000000574145,coco-30k,A new and stylish bathroom with a walk in shower is shown.,43032
000000456865,coco-30k,An airplane just landed on the runway ,75710
000000504711,coco-30k,A fork rests on a plate next to a piece of cake.,85346
000000288584,coco-30k,A person dressed as a giraffe carrying a bullhorn.,91607
000000546642,coco-30k,A motorcyclist riding down the street with a dog in a basket.,30690
000000184531,coco-30k,A custom motorcycle sits in a car show,52746
000000049428,coco-30k,A bicycle is on the shelf in a display,60380
000000499391,coco-30k,A stove with a frying pan and a teapot on it.,65036
000000254644,coco-30k,A country charm type of kitchen is equipped with greenery and nick nacks.,65831
000000325357,coco-30k,Metallic looking container sitting in front of a brick wall. ,18441
000000283498,coco-30k,Plane on the tar mat of an airport.,25055
000000107907,coco-30k,Artistic toilet piece sitting in the center of a museum gallery. ,9451
000000057072,coco-30k,A stainless shiny serrated knife sits in front of a sliced loaf.,52963
000000526401,coco-30k,A group of motorcyclists driving down the road. ,17557
000000246613,coco-30k,A bathroom with a toilet and a couple towels.,98757
000000056205,coco-30k,A person sits next to their bike while birds walk nearby.,36528
000000540669,coco-30k,A cat sitting on a desk next to a window.,27925
000000067252,coco-30k,Two shake boarders playing on the street with one individual sitting under a tree.,99303
000000551304,coco-30k,A white and gold fancy toilet and stainless trash can.,50961
000000309071,coco-30k,A man bending down next to a bicycle.,20959
000000283904,coco-30k,A cat walking on the top of an open door.,54350
000000245818,coco-30k,a man in a uniform checking out the wreckage of a bus crash,15155
000000317320,coco-30k,A bicyclist is riding across the street next to someone on a motorcycle. ,3166
000000067327,coco-30k,A Qatar airlines plane on an airport runway. ,33781
000000072077,coco-30k,Hospital display of different bed setups and a nurses uniform. ,28743
000000075560,coco-30k,An empty road with buildings on each side.,29140
000000315173,coco-30k,A group of people riding on the back of a tour bus,27091
000000238090,coco-30k,A bathroom with an enclosed shower door next to a toilet.,78674
000000276284,coco-30k,A motorcycle is parked in a parking lot.,26563
000000034811,coco-30k,A bathroom sink underneath a medicine cabinet next to a window.,85411
000000451202,coco-30k,A classic car parked next to a large metal Canadian airplane.,31135
000000374950,coco-30k,A large white bathroom with a massive mirror over a sink,8170
000000103548,coco-30k,A herd of animals traveling down a country road surrounded by a lush green landscape.,77486
000000143582,coco-30k,a person riding a motorcycle on a race track,98880
000000430774,coco-30k,"a restaurant called time to eat on lincoln avenue
",85725
000000144941,coco-30k,This is an image of the inside of a nice bathroom.,75142
000000488278,coco-30k,China Airlines plain on the ground at an airport with baggage cars nearby.,66120
000000074920,coco-30k,An open laptop equipped with a webcam in front of a television. ,26997
000000226408,coco-30k,Child laying down with arms extended in the air.,79580
000000447787,coco-30k,A lady holding up a pot roast while posing for a photo.,62660
000000477688,coco-30k,A row of motorcyclists lined up while passer byers watch.,95317
000000148737,coco-30k,A cat sitting on a hard wood floor in front of a large library of books.,71111
000000374743,coco-30k,An orange cutting knife on top of a black case.,66625
000000010800,coco-30k,"A bathroom with a sink, counter, toilet and shower curtain.",39456
000000360434,coco-30k,a man in red and plack sleeping on a park bench,15894
000000558073,coco-30k,a cat sitting in a bathtub not looking amused,88525
000000167443,coco-30k,a lit up counter with two fancy sinks on it,6468
000000002881,coco-30k,Two men walking through a field next to a large jet liner.,42003
000000080737,coco-30k,A parked black motorcycle in front of a brown house.,80641
000000337403,coco-30k,Some pans and kitchen spoons hang from hooks on a ceiling rack.,10255
000000371117,coco-30k,A black and white cat sitting on the side of a computer monitor.,67963
000000506151,coco-30k,A domestic cat rests on a kitchen table in front of a microwave.,9986
000000073009,coco-30k,a man sits on a toilet in a bathroom.,70730
000000075051,coco-30k,A small white toilet sitting next to a metal trash can.,17550
000000384036,coco-30k,a group of urinals is near the trees,23001
000000490927,coco-30k,The bathroom counter is nicely decorated and organized.,84932
000000298784,coco-30k,A man walking his bike past a wooden boat.,81696
000000196758,coco-30k,Two stuffed animals are cutting bread and spreading jelly on it.,24030
000000537548,coco-30k,A  soldier riding a red motorcycle down a busy street.,26629
000000474430,coco-30k,"The bathroom is small but clean and neat looking, with an immaculate black and white tub / shower.",76329
000000519649,coco-30k,A kitchen filled with appliances and lots of cupboard space.,54204
000000163333,coco-30k,A man standing by a large air gondola that is docked in a station,44124
000000159377,coco-30k,Two people preparing a meal in a kitchen.,52363
000000401556,coco-30k,A towel on a drying rack in a bathroom with a wooden stool.,10888
000000048419,coco-30k,Small grey cat crawling over a woman's stomach. ,32535
000000287151,coco-30k,View of a narrow bathroom with white vanity and commode with brown tile,28640
000000139291,coco-30k,Woman riding her bike down a small side path.,30526
000000242611,coco-30k,a long beige bathroom with a door to a bedroom and another to the hallway,87113
000000419978,coco-30k,A group of bikers riding down the road together.,57957
000000257996,coco-30k,The unfinished room has tools and construction materials scattered about.  ,57183
000000411685,coco-30k,A black cat half-submerged in a toilet while drinking out of it.,11527
000000015918,coco-30k,A restroom hanging off the side of a building over a mountain.,39567
000000205533,coco-30k,A bathroom with powers on a towel rack under a painting.,15842
000000252911,coco-30k,A man riding a motorcycle next to a woman driving an SUV,76263
000000544237,coco-30k,A woman preparing food at a restaurant for customers.,41121
000000120428,coco-30k,A girl with a drink sitting on the toilet.,71836
000000064088,coco-30k,An older woman walking behind a bus on a city street.,99286
000000102411,coco-30k,Two people riding a motorcycle to the beach.,49859
000000048924,coco-30k,A dirt bike parked near a tent in the woods.,19720
000000436467,coco-30k,A pan filled with veggies and a block of butter.,37026
000000523297,coco-30k,A bathroom with a toilet bowl and shower.,27906
000000230008,coco-30k,a traffic motorcycle cop waits to give a ticket,63333
000000469134,coco-30k,A group of bikers assembles outside of a pizza shop.,57875
000000314370,coco-30k,A kitchen filled with clutter all over it's counter.,36065
000000122317,coco-30k,a kite with a long tail some people and a black truck,23140
000000539478,coco-30k,Pair of giraffes in an open field grazing and watching. ,61409
000000181666,coco-30k,a flock of goats and some men watching them,8898
000000542211,coco-30k,A red fire hydrant between two trees in front of a building.,3107
000000264659,coco-30k,Two birds sit on top of a parked car.,8990
000000435444,coco-30k,three bicycles are parked against a fence a car and building,39031
000000572733,coco-30k,A large airliner jet flying through the blue sky.,75688
000000128842,coco-30k,A kitchen with an odd shaped counter top with a metallic stove oven.,32325
000000342515,coco-30k,A long row of motorcycles parked side by side next to a garage.,42621
000000221737,coco-30k,A long empty road way surrounded by wild plants.,8802
000000258680,coco-30k,A man wearing a suit and tie under a brown umbrella.,74544
000000170389,coco-30k,A person is watching two basketball games at once.,83730
000000506577,coco-30k,A green mountain bike sitting next to a bridge as a train passes by.,97298
000000261679,coco-30k,"A white kitchen with plenty of counter space, a dishwasher and a oven.",9131
000000576305,coco-30k,"A little girl lies on a wooden bench, eating snacks from a bag.",5547
000000316429,coco-30k,Four airplanes  that are crop dusting over some land.,932
000000113588,coco-30k,several young students working at a desk with multiple computers,31184
000000543047,coco-30k,A scene of an apartment with a dining table and a couple of couches.,15971
000000263163,coco-30k,A man sits on a bench in a no smoking area,49656
000000557016,coco-30k,A man drives his car down a road with foot and animal traffic,91943
000000054679,coco-30k,A woman holds a pink and blue kite in her hand,96038
000000106335,coco-30k,Several vehicles turning the corner on a busy intersection.,28902
000000008718,coco-30k,A breakfast bowl consisting of blueberry sconce and strawberry with side of coffee,92553
000000245902,coco-30k,The bathroom has two large windows with a ledge.,49625
